"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Learning capabilities for improving automatic transmission control","L. Fournier","Dept. of Comput. Sci., Stanford Univ., CA, USA","Intelligent Vehicles '94 Symposium, Proceedings of the","20020806","1994","","","455","460","We analyzed the gear-box position selection (GPS) problem on automatic transmission (AT) and proposed an algorithm, based on learning control, to improve vehicle behavior and driver satisfaction. Our approach guarantees optimization of vehicle performance and adaptation to the driver's style with road condition sensitivity. This improvement has been achieved by combining three knowledge acquisition sources: embedded dynamic models of powertrain, inductive inspection of driver actions and AT designer expertise; and by adding learning capabilities in order to significantly increase the system autonomy. Technically, GPS raises the following four problems which this paper addresses: (1) To achieve vehicle performance optimization of multiple antagonistic criteria, locally and globally over time, we considered a parametric disciminant function depending on an evaluation of the driver satisfaction and so called driver-style-state functions, as a reward for the system, and applied a reinforcement learning algorithm, derived from Q-learning method and combined with a mechanism to escape local optima. (2) Learning directly from the driver is performed when he selects AT ratio in manual mode. (3) Each driver's personal style is represented by a Glass creation/selection mechanism. (4) GPS raises a few singularities which are addressed by a set of restriction rules derived from AT control expertise.","","POD:0-7803-2135-9","10.1109/IVS.1994.639561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=639561","","Algorithm design and analysis;Automatic control;Global Positioning System;Inspection;Knowledge acquisition;Mechanical power transmission;Power system modeling;Road vehicles;Vehicle driving;Vehicle dynamics","intelligent control;learning (artificial intelligence);learning systems;road vehicles","Glass creation/selection mechanism;Q-learning method;automatic transmission control;driver satisfaction;driver-style-state functions;embedded dynamic models;gear-box position selection;inductive inspection;knowledge acquisition;learning control;multiple antagonistic criteria;parametric disciminant function;performance optimization;powertrain;reinforcement learning algorithm;road condition sensitivity;singularities;vehicle behavior","","1","1","5","","","","24-26 Oct. 1994","","IEEE","IEEE Conferences"
"Computer-aided process control laboratory systems","K. M. Yusof; T. K. Liong; A. K. Baderon","Dept. of Chem. Eng., Univ. Teknologi Malaysia, Malaysia","Proceedings IEEE 1st International Conference on Multi Media Engineering Education","20020806","1994","","","276","280","This paper presents the use of personal computers in the process control laboratory at the Department of Chemical Engineering, Universiti Teknologi Malaysia. A description of four control systems interfaced to computers-a flow control system, a level control system, a heated tank control system and a fermenter/batch reactor control system are given. Being versatile controllers and data loggers, the computers also provide a friendly and appealing environment for students to perform experiments on the systems. The different characteristic of each system provides a variety of hands-on experience which incorporates the application of process control and reinforcement of the theories learnt in class. Finally, a sample experiment is included to illustrate the application and experience gained by students","","POD:0-7803-1963-X","10.1109/MMEE.1994.383204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=383204","","Application software;Chemical engineering;Computer interfaces;Control systems;Inductors;Laboratories;Level control;Microcomputers;Process control;Temperature control","computer aided instruction;control engineering computing;control engineering education;flow control;level control;process control","computer-aided process control laboratory systems;data loggers;fermenter/batch reactor control system;flow control system;heated tank control system;level control system;versatile controllers","","0","","","","","","6-8 Jul 1994","06 Jul 1994-08 Jul 1994","IEEE","IEEE Conferences"
"Multi-objective reinforcement learning algorithm and its application in drive system","Zhang Huajun; Zhao Jin; Wang Rui; Ma Tan","Department of Control Science and Engineering, Huazhong University of Science and Technology, China","2008 34th Annual Conference of IEEE Industrial Electronics","20090123","2008","","","274","279","Generally, reinforcement learning (RL) is used to design neurocontroller for control system with single objective. When facing multi-objective system, it is necessary to design the neurocontroller according to the personal preference. This paper proposed a multi-objective reinforcement learning algorithm (MORLA) to design neurocontroller with the personal preference. It transformed the multi-objective into synthetical objective and applied parallel genetic algorithm (PGA) to evolve the neurocontroller according to the synthetical objective. To establish the synthetical objective, the objective weight which represents the personal preference is calculated by solving the constrained optimization problem (COP) at the end of each generation. The COP requires not only the biggest variance of the synthetical objective in the population, but also requires the weight to fit the designerpsilas preference. After acquiring the weights, the PGA can select the elitists from the population according to the designerpsilas preference and design a satisfying neurocontroller by evolutionary operations. At last, the MORLA is used to design neurocontroller for a speed-controlled induction motor drive with indirect vector control. This paper designed several neurocontrollers with different personal preferences for the drive system. The simulation results show the feasibility and validity of the MORLA.","1553-572X;1553572X","CD-ROM:978-1-4244-1766-7; POD:978-1-4244-1767-4","10.1109/IECON.2008.4757965","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4757965","","Algorithm design and analysis;Constraint optimization;Control systems;Convergence;Design engineering;Design optimization;Electronics packaging;Genetic algorithms;Learning;Neurocontrollers","control system synthesis;genetic algorithms;induction motor drives;learning (artificial intelligence);machine control;neurocontrollers;velocity control","MORLA;constrained optimization problem;control system;drive system;indirect vector control;multiobjective reinforcement learning algorithm;neurocontroller;parallel genetic algorithm;speed-controlled induction motor drive","","1","","32","","","","10-13 Nov. 2008","","IEEE","IEEE Conferences"
"Visual summary of egocentric photostreams by representative keyframes","M. Bolaños; R. Mestre; E. Talavera; X. Giró-i-Nieto; P. Radeva","Universitat de Barcelona, Catalonia/Spain","2015 IEEE International Conference on Multimedia & Expo Workshops (ICMEW)","20150730","2015","","","1","6","Building a visual summary from an egocentric photostream captured by a lifelogging wearable camera is of high interest for different applications (e.g. memory reinforcement). In this paper, we propose a new summarization method based on keyframes selection that uses visual features extracted by means of a convolutional neural network. Our method applies an unsupervised clustering for dividing the photostreams into events, and finally extracts the most relevant keyframe for each event. We assess the results by applying a blind-taste test on a group of 20 people who assessed the quality of the summaries.","","Electronic:978-1-4799-7079-7; POD:978-1-4799-7080-3","10.1109/ICMEW.2015.7169863","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7169863","egocentric;keyframes;lifelogging;summarization","Cameras;Feature extraction;Image segmentation;Indexes;Motion segmentation;Videos;Visualization","cameras;convolution;feature extraction;neural nets;pattern clustering;personal computing;unsupervised learning","blind-taste test;convolutional neural network;egocentric photostreams;keyframe selection;lifelogging wearable camera;memory reinforcement;representative keyframes;summarization method;unsupervised clustering;visual feature extraction;visual summary","","2","","17","","","","June 29 2015-July 3 2015","","IEEE","IEEE Conferences"
"Illustration about a Metacognition-based learning detection system conceived to improve web-based self-regulated learning","J. Liang","Institute of Educational Technology, Institute of Education, Tsinghua University, Beijing, China","2011 International Conference on E-Business and E-Government (ICEE)","20110616","2011","","","1","4","Many learners have found that it is difficult to complete their web-based learning plan. Once on the Internet, they can't help browsing more interesting Web pages instead of continuing to do their learning tasks. This situation we called Information Trek. To solve this problem, this study proposes an learning detection system which can discover whether the contents of a web page a student viewing is about learning or not. If a student is detected to be in the state of viewing the non-learning pages, then the alert reinforcement window will be shown. If the attentive time in learning has been reached, then encouraging reinforcement feedback is given. We must consider adequately about personalization given the different levels of Metacognition. In this system, preferring the method to let learner go back to the learning state themselves, we design some functions to guide learners regulate themselves based on the essential process of online self-regulated leaning integrating Metacognitive process.","","Electronic:978-1-4244-8694-6; POD:978-1-4244-8691-5","10.1109/ICEBEG.2011.5886854","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5886854","learning detection system;metacognitive strategies;metacogniton;web-based self-regulated learning","Artificial neural networks;Conferences;Educational technology;Filtering;Helium;Text categorization;Web pages","","","","0","","10","","","","6-8 May 2011","","IEEE","IEEE Conferences"
"Adaptive joint call admission control and access network selection for multimedia wireless systems","E. Alexandri; G. Martinez; D. Zeghlache","INT, Motorola Labs., Paris, France","The 5th International Symposium on Wireless Personal Multimedia Communications","20021216","2002","3","","1390","1394 vol.3","Third generation wireless networks and beyond will solicit the cooperation of heterogeneous access networks, so as to provide multimedia traffic to different classes of users, with varying quality requisites over regions and time zones. We address the problem of how to partition the traffic demand efficiently onto the underlying radio access networks. The design objective is a resource allocation strategy, which provides a maximal resource utilization across all access networks. At the same time, the allocation should respect quality levels related to handover dropping performance; these levels can be predefined per service and per region. We propose a solution based on reinforcement learning, which runs independently at each of the cells of every access system, and report results. In the case where network revenue does not depend solely on resource utilization, but on parameters such as the type of service and/or the service duration, the method is readily extensible to include these factors.","1347-6890;13476890","POD:0-7803-7442-8","10.1109/WPMC.2002.1088408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1088408","","Adaptive control;Call admission control;Communication system traffic control;Learning;Multimedia systems;Programmable control;Radio access networks;Resource management;Telecommunication traffic;Wireless networks","3G mobile communication;cellular radio;learning (artificial intelligence);multimedia communication;optimisation;quality of service;radio access networks;resource allocation;telecommunication congestion control;telecommunication traffic","adaptive access network selection;adaptive call admission control;handover dropping;multimedia traffic;network revenue;quality levels;radio access networks;reinforcement learning;resource allocation strategy;resource utilization optimization;third generation wireless networks","","7","","5","","","","27-30 Oct. 2002","","IEEE","IEEE Conferences"
"Framework for control and deep reinforcement learning in traffic","C. Wu; K. Parvate; N. Kheterpal; L. Dickstein; A. Mehta; E. Vinitsky; A. M. Bayen","UC Berkeley, Electrical Engineering and Computer Science","2017 IEEE 20th International Conference on Intelligent Transportation Systems (ITSC)","20180315","2017","","","1","8","Recent advances in deep reinforcement learning (RL) offer an opportunity to revisit complex traffic control problems at the level of vehicle dynamics, with the aim of learning locally optimal policies (with respect to the policy parameterization) for a variety of objectives such as matching a target velocity or minimizing fuel consumption. In this article, we present a framework called CISTAR (Customized Interface for SUMO, TraCI, and RLLab) that integrates the widely used traffic simulator SUMO with a standard deep reinforcement learning library RLLab. We create an interface allowing for easy customization of SUMO, allowing users to easily implement new controllers, heterogeneous experiments, and user-defined cost functions that depend on arbitrary state variables. We demonstrate the usage of CISTAR with several benchmark control and RL examples.","","Electronic:978-1-5386-1526-3; POD:978-1-5386-1527-0; USB:978-1-5386-1525-6","10.1109/ITSC.2017.8317694","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8317694","Simulation;control;deep reinforcement learning;vehicle dynamics","Acceleration;Automobiles;Learning (artificial intelligence);Libraries;Machine learning;Roads;Vehicle dynamics","control engineering computing;learning (artificial intelligence);optimisation;road traffic control;road vehicles;traffic engineering computing;vehicle dynamics","Customized Interface;SUMO;benchmark control;fuel consumption minimization;locally optimal policies;policy parameterization;standard deep reinforcement learning library RLLab;traffic control;vehicle dynamics","","","","","","","","16-19 Oct. 2017","","IEEE","IEEE Conferences"
"Towards a learning framework for dancing robots","I. S. Tholley; Q. Meng; P. W. H. Chung","Computer Science Department and Research School of Informatics, Loughborough University, UK","2009 IEEE International Conference on Control and Automation","20100208","2009","","","1581","1586","How can we make robots learn how to dance? How do humans learn to dance? An emerging culture of dancing robots is becoming more prominent in the research community with more emphasis on how we can show of our own creativity rather than allowing the robots to develop their own cognitive and psychological behaviours to the music being played. There are many different types of music and indeed, many different robots and many ways, in which they can dance to music however, much of the work carried out in this field concern limiting robots to dance in particular ways to a specific music and no adaptive behaviour implemented in them to be able to respond intuitively to music in general. We propose in this paper, a way in which such a problem can begin to be looked into, by introducing fundamental things that should be learnt that are necessary for dancing. We programmed a virtual robot to learn to dance to the beat as well as recognise the downbeat of any time-signature and tailor its movements to the loudness of music, using the Sarsa and the Sarsa(Â¿) algorithms from reinforcement learning as the learning framework. Experimental results show that it is possible to make robots learn to dance to these fundamental rhythmic features of music.","1948-3449;19483449","POD:978-1-4244-4706-0","10.1109/ICCA.2009.5410324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5410324","","Automatic control;Cognitive robotics;Computer science;Humans;Learning;Psychology;Rhythm;Robotics and automation;Robots;Timing","learning systems;robots","Sarsa algorithms;dancing robots;reinforcement learning;time-signature;virtual robot","","2","","20","","","","9-11 Dec. 2009","","IEEE","IEEE Conferences"
"Automated Ingestion Detection for a Health Monitoring System","W. P. Walker; D. K. Bhatia","Embedded and Adaptive Computing Group, the University of Texas at Dallas, Richardson, TX, USA","IEEE Journal of Biomedical and Health Informatics","20140303","2014","18","2","682","692","Obesity is a global epidemic that imposes a financial burden and increased risk for a myriad of chronic diseases. Presented here is an overview of a prototype automated ingestion detection (AID) process implemented in a health monitoring system (HMS). The automated detection of ingestion supports personal record keeping which is essential during obesity management. Personal record keeping allows the care provider to monitor the therapeutic progress of a patient. The AID-HMS determines the levels of ingestion activity from sounds captured by an external throat microphone. Features are extracted from the sound recording and presented to machine learning classifiers, where a simple voting procedure is employed to determine instances of ingestion. Using a dataset acquired from seven individuals consisting of consumption of liquid and solid, speech, and miscellaneous sounds, > 94% of ingestion sounds are correctly identified with false positive rates around 9% based on 10-fold cross validation. The detected levels of ingestion activity are transmitted and stored on a remote web server, where information is displayed through a web application operating in a web browser. This information allows remote users (health provider) determine meal lengths and levels of ingestion activity during the meal. The AID-HMS also provides a basis for automated reinforcement for the patient.","2168-2194;21682194","","10.1109/JBHI.2013.2279193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6594833","Health monitoring;obesity management;patient empowerment;patient monitoring","Detectors;Feature extraction;Liquids;Microphones;Monitoring;Solids","Internet;data acquisition;diseases;epidemics;feature extraction;learning (artificial intelligence);medical signal processing;microphones;online front-ends;patient care;patient monitoring;pattern classification;signal classification;speech processing","AID-HMS;Web application;Web browser;automated ingestion detection;chronic diseases;dataset acquisition;external throat microphone;false positive rates;feature extraction;health monitoring system;ingestion activity;machine learning classifiers;miscellaneous sounds;myriad;obesity management;patient care;patient monitoring;personal record;prototype automated ingestion detection;remote Web server;sound recording;speech;therapeutic progress","0","4","","65","","","20130909","March 2014","","IEEE","IEEE Journals & Magazines"
"Imitation Learning for Dynamic VFI Control in Large-Scale Manycore Systems","R. G. Kim; W. Choi; Z. Chen; J. R. Doppa; P. P. Pande; D. Marculescu; R. Marculescu","Carnegie Mellon University, Pittsburgh, PA, USA","IEEE Transactions on Very Large Scale Integration (VLSI) Systems","20170823","2017","25","9","2458","2471","Manycore chips are widely employed in high-performance computing and large-scale data analysis. However, the design of high-performance manycore chips is dominated by power and thermal constraints. In this respect, voltage-frequency island (VFI) is a promising design paradigm to create scalable energy-efficient platforms. By dynamically tailoring the voltage and frequency of each island, we can further improve the energy savings within given performance constraints. Inspired by the recent success of imitation learning (IL) in many application domains and its significant advantages over reinforcement learning (RL), we propose the first architecture-independent IL-based methodology for dynamic VFI (DVFI) control in manycore systems. Due to its popularity in the EDA community, we consider an RL-based DVFI control methodology as a strong baseline. Our experimental results demonstrate that IL is able to obtain higher quality policies than RL (on average, 5% less energy with the same level of performance) with significantly less computation time and hardware area overheads (3.1X and 8.8X, respectively).","1063-8210;10638210","","10.1109/TVLSI.2017.2700726","10.13039/100000001 - U.S. National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7934357","Dynamic voltage and frequency scaling (DVFS);low power;machine learning (ML);manycore systems;voltage-frequency islands (VFIs)","Control systems;Energy consumption;Energy dissipation;Hardware;Resource management;Scalability;Very large scale integration","energy conservation;learning (artificial intelligence);microprocessor chips;multiprocessing systems;parallel processing;performance evaluation;power aware computing","DVFI control;EDA community;RL-based DVFI control;architecture-independent IL-based methodology;dynamic VFI control;dynamic voltage and frequency scaling;energy savings;high-performance computing;high-performance manycore chips;imitation learning;large-scale data analysis;large-scale manycore systems;performance constraints;power constraints;reinforcement learning;scalable energy-efficient platforms;thermal constraints;voltage-frequency island","","1","","","","","20170526","Sept. 2017","","IEEE","IEEE Journals & Magazines"
"A game-theoretic framework with reinforcement learning for multinode cooperation in wireless networks","M. W. Baidas","Dept. of Electr. Eng., Kuwait Univ., Kuwait City, Kuwait","2013 IEEE 24th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","20131125","2013","","","981","986","In this paper, a game-theoretic framework based on the iterated prisoner's dilemma (IPD) is proposed to model the repeated dynamic interactions of multiple source nodes when communicating with multiple destinations in ad-hoc wireless networks. In such networks where nodes are autonomous, selfish, and not familiar with other nodes' strategies, fully cooperative behaviors cannot be assumed. Thus, a Q-learning algorithm is proposed to allow network nodes to adapt to and play the IPD game against opponents with a variety of known and unknown strategies. Simulation results illustrate that the proposed Q-learning algorithm allows network nodes to play optimally and achieve their maximum expected return values.","2166-9570;21669570","Electronic:978-1-4673-6235-1; POD:978-1-4673-6233-7; USB:978-1-4673-6234-4","10.1109/PIMRC.2013.6666280","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6666280","Amplify-and-forward (AF);Q-learning;cooperation;game-theory;prisoner's dilemma;reinforcement learning","Broadcasting;Convergence;Games;Learning (artificial intelligence);Silicon;Thin film transistors;Wireless networks","ad hoc networks;cooperative communication;game theory;learning (artificial intelligence);telecommunication computing","IPD;IPD game;Q-learning algorithm;ad-hoc wireless networks;fully cooperative behaviors;game-theoretic framework;iterated prisoner dilemma;multinode cooperation;multiple source nodes;network nodes;reinforcement learning","","2","","21","","","","8-11 Sept. 2013","","IEEE","IEEE Conferences"
"Application of reinforcement learning to admission control in CDMA network","B. Makarevitch","Commun. Lab., Helsinki Univ. of Technol., Espoo, Finland","11th IEEE International Symposium on Personal Indoor and Mobile Radio Communications. PIMRC 2000. Proceedings (Cat. No.00TH8525)","20020806","2000","2","","1353","1357 vol.2","The paper describes an admission control algorithm for the CDMA networks which is able to adapt to the operating environment. The algorithm is based on the principle of reinforcement learning and it achieves near-optimal performance for various radio propagation conditions and network operator's objectives. The performance evaluation results for different state space alternatives and algorithm parameters are presented and compared with the conventional admission control based on the power thresholds","","POD:0-7803-6463-5","10.1109/PIMRC.2000.881639","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=881639","","Admission control;Base stations;Communication system control;Degradation;Downlink;Intelligent networks;Interference;Learning;Multiaccess communication;Paper technology","Markov processes;cellular radio;code division multiple access;learning (artificial intelligence);multiuser channels;radio networks;telecommunication congestion control","CDMA network;Markov decision process;admission control algorithm;algorithm parameters;cellular radio;near-optimal performance;network operator objectives;performance evaluation results;power thresholds;radio propagation conditions;reinforcement learning;state space alternatives","","3","1","4","","","","2000","18 Sep 2000-21 Sep 2000","IEEE","IEEE Conferences"
"Reinforcement learning approach to dynamic activation of base station resources in wireless networks","P. Y. Kong; D. Panaitopol","Khalifa Univ. of Sci., Technol. & Res. (KUSTAR), Abu Dhabi, United Arab Emirates","2013 IEEE 24th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","20131125","2013","","","3264","3268","Recently, the issue of energy efficiency in wireless networks has attracted much research attention due to the growing concern on global warming and operator's profitability. We focus on energy efficiency of base stations because they account for 80% of total energy consumed in a wireless network. In this paper, we intend to reduce energy consumption of a base station by dynamically activating and deactivating the modular resources at the base station depending on the instantaneous network traffic. We propose an online reinforcement learning algorithm that will continuously adapt to the changing network traffic in deciding which action to take to maximize energy saving. As an online algorithm, the proposed scheme does not require a separate training phase and can be deployed immediately. Simulation results have confirmed that the proposed algorithm can achieve more than 50% energy saving without compromising network service quality which is measured in terms of user blocking probability.","2166-9570;21669570","Electronic:978-1-4673-6235-1; POD:978-1-4673-6233-7; USB:978-1-4673-6234-4","10.1109/PIMRC.2013.6666710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6666710","Green wireless networks;energy efficient base station;online Q-Learning;reinforcement learning","Base stations;Dynamic scheduling;Energy consumption;Heuristic algorithms;Learning (artificial intelligence);Q-factor;Wireless networks","learning (artificial intelligence);probability;radio networks;telecommunication computing;telecommunication traffic","base station resource dynamic activation;blocking probability;energy efficiency;energy saving;global warming;network traffic;operator profitability;reinforcement learning approach;wireless networks","","4","","10","","","","8-11 Sept. 2013","","IEEE","IEEE Conferences"
"Path planning with user route preference - A reward surface approximation approach using orthogonal Legendre polynomials","A. R. Srinivasan; S. Chakraborty","Department of Mechanical Aerospace and Biomedical Engineering, University of Tennessee, Knoxville, 37996 USA","2016 IEEE International Conference on Automation Science and Engineering (CASE)","20161117","2016","","","1100","1105","As self driving cars become more ubiquitous, users would look for natural ways of informing the car AI about their personal choice of routes. This choice is not always dictated by straightforward logic such as shortest distance or shortest time, and can be influenced by hidden factors, such as comfort and familiarity. This paper presents a path learning algorithm for such applications, where from limited positive demonstrations, an autonomous agent learns the user's path preference and honors that choice in its route planning, but has the capability to adopt alternate routes, if the original choice(s) become impractical. The learning problem is modeled as a Markov decision process. The states (way-points) and actions (to move from one way-point to another) are pre-defined according to the existing network of paths between the origin and destination and the user's demonstration is assumed to be a sample of the preferred path. The underlying reward function which captures the essence of the demonstration is computed using an inverse reinforcement learning algorithm and from that the entire path mirroring the expert's demonstration is extracted. To alleviate the problem of state space explosion when dealing with a large state space, the reward function is approximated using a set of orthogonal polynomial basis functions with a fixed number of coefficients regardless of the size of the state space. A six fold reduction in total learning time is achieved compared to using simple basis functions, that has dimensionality equal to the number of distinct states.","","Electronic:978-1-5090-2409-4; POD:978-1-5090-2410-0; USB:978-1-5090-2408-7","10.1109/COASE.2016.7743527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7743527","","Automobiles;Databases;Learning (artificial intelligence);Markov processes;Path planning;Planning;Real-time systems","Markov processes;learning (artificial intelligence);mobile robots;path planning;state-space methods","Markov decision process;autonomous agent learns;dimensionality;inverse reinforcement learning algorithm;large state space;orthogonal Legendre polynomials;orthogonal polynomial basis functions;path planning;reward function;reward surface approximation;route planning;self driving cars;six fold reduction;state space explosion;user path preference;user route preference","","","","","","","","21-25 Aug. 2016","","IEEE","IEEE Conferences"
"An auction-based approach to spectrum allocation using multi-agent reinforcement learning","N. Abji; A. Leon-Garcia","Dept. of Electrical and Computer Engineering, University of Toronto, Italy","21st Annual IEEE International Symposium on Personal, Indoor and Mobile Radio Communications","20101217","2010","","","2233","2238","We present an auction-based approach to spectrum management in a multi-operator context. Service providers compete for customers in real-time through live auctions. To automate the bidding process we implement a multi-agent reinforcement learning solution. We study the effect of real-time competition between service providers by considering the cases where there is a single provider and multiple providers. Furthermore, we demonstrate how users of varying types, based on application-type and willingness to pay, can be accommodated. We utilize a low-complexity bid-proportional allocation mechanism which ensures fairness. Our simulation results show that when there is a single provider, revenue can be maximized by artificially limiting supply and creating contention. However, when there are multiple providers from which the customers can dynamically choose, there is no longer an incentive to restrict supply due to the direct competition between service providers.","2166-9570;21669570","Electronic:978-1-4244-8016-6; POD:978-1-4244-8017-3","10.1109/PIMRC.2010.5671682","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5671682","","Land mobile radio","learning (artificial intelligence);multi-agent systems;radio spectrum management;telecommunication computing","auction-based approach;bidding process;low-complexity bid-proportional allocation mechanism;multiagent reinforcement learning;service providers;spectrum allocation;spectrum management","","4","","10","","","","26-30 Sept. 2010","","IEEE","IEEE Conferences"
"Risk-sensitivity through multi-objective reinforcement learning","K. Van Moffaert; T. Brys; A. Nowé","Department of Computer Science, Vrije Universiteit Brussel, Brussels, Belgium","2015 IEEE Congress on Evolutionary Computation (CEC)","20150914","2015","","","1746","1753","Usually in reinforcement learning, the goal of the agent is to maximize the expected return. However, in practical applications, algorithms that solely focus on maximizing the mean return could be inappropriate as they do not account for the variability of their solutions. Thereby, a variability measure could be included to accommodate for a risk-sensitive setting, i.e. where the system engineer can explicitly define the tolerated level of variance. Our approach is based on multi-objectivization where a standard single-objective environment is extended with one (or more) additional objectives. More precisely, we augment the standard feedback signal of an environment with an additional objective that defines the variance of the solution. We highlight that our algorithm, named risk-sensitive Pareto Q-learning, is (1) specifically tailored to learn a set of Pareto non-dominated policies that trade-off these two objectives. Additionally (2), the algorithm can also retrieve every policy that has been learned throughout the state-action space. This in contrast to standard risk-sensitive approaches where only a single trade-off between mean and variance is learned at a time.","1089-778X;1089778X","Electronic:978-1-4799-7492-4; POD:978-1-4799-7493-1","10.1109/CEC.2015.7257098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7257098","","","feedback;learning (artificial intelligence);risk analysis;sensitivity analysis","multiobjective reinforcement learning;nondominated policies;risk-sensitive Pareto Q-learning;standard feedback signal;standard single-objective environment;state-action space;variability measure","","1","","27","","","","25-28 May 2015","","IEEE","IEEE Conferences"
"An MARL-Based Distributed Learning Scheme for Capturing User Preferences in a Smart Environment","J. Lim; H. Son; D. Lee; D. Lee","Sch. of Comput., KAIST, Daejeon, South Korea","2017 IEEE International Conference on Services Computing (SCC)","20170914","2017","","","132","139","Providing a personalized service to a user in a smart environment has been one of the key goals in the area of pervasive computing. The proliferation of individually developed smart devices in the name of Internet of Things opens up a possibility of providing personalized services to a user in an autonomous and distributed manner. As a user's task often involves services supported by multiple devices, capturing a device-specific service preference is not enough to maximize a user's comfort. In this paper, we propose a distributed learning scheme for capturing multiple device service preferences in a smart environment. We exploit multi-agent reinforcement learning (MARL) method where each smart device acts as a reinforcement learning agent to incrementally and cooperatively capture a user specific preference of a task. Experiments confirm that smart devices with the proposed scheme are able to capture multiple device service preferences from a small number of interactions with a user and an environment. Also, the proposed transfer learning method improves learning performance for a new task.","","Electronic:978-1-5386-2005-2; POD:978-1-5386-2006-9; USB:978-1-5386-2004-5","10.1109/SCC.2017.24","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8034977","context aware;distributed learning;personalization;smart device;user preference","Brightness;Learning (artificial intelligence);Ontologies;Performance evaluation;Servers;Smart devices;TV","learning (artificial intelligence);multi-agent systems;ubiquitous computing","Internet of Things;MARL;autonomous distributed manner;capturing user preferences;device-specific service preference;distributed learning scheme;individually developed smart devices;multiagent reinforcement learning method;multiple device service preferences;personalized service;pervasive computing;reinforcement learning agent;smart environment;transfer learning method;user specific preference","","","","","","","","25-30 June 2017","","IEEE","IEEE Conferences"
"Dynamic Class of Service mapping for Quality of Experience control in future networks","F. D. Priscoli; L. Fogliati; A. Palo; A. Pietrabissa","","WTC 2014; World Telecommunications Congress 2014","20140624","2014","","","1","6","The present work introduces a novel approach to cope with some key limitations of the present communication networks. In particular, the need for effectively managing heterogeneous resources over heterogeneous networks while guaranteeing personalized Quality of Experience (QoE) requirements to the applications, claims for a full cognitive approach which is realized through the introduction of an appropriate Future Internet architecture. The paper, taking this architecture in mind, introduces the innovative concept of dynamic association between applications and Classes of Services, performed by means of proper Reinforcement Learning algorithms. The resulting procedure guarantees QoE personalization, requires low processing capabilities and entails limited signalling overhead.","","Paper:978-3-8007-3602-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6840010","","","","","","0","","","","","","1-3 June 2014","","VDE","VDE Conferences"
