"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic power control in Wireless Body Area Networks using reinforcement learning with approximation","R. Kazemi; R. Vesilo; E. Dutkiewicz; Ren Liu","Department of Electronic Engineering, Macquarie University, Sydney, Australia","2011 IEEE 22nd International Symposium on Personal, Indoor and Mobile Radio Communications","20120126","2011","","","2203","2208","A Wireless Body Area Network (WBAN) is made up of multiple tiny physiological sensors implanted in/on the human body with each sensor equipped with a wireless transceiver that communicates to a coordinator in a star topology. Energy is the scarcest resource in WBANs. Power control mechanisms to achieve a certain level of utility while using as little power for transmission as possible can play an important role in reducing energy consumption in such very energy-constrained networks. In this paper, we propose a novel power controller to mitigate internetwork interference in WBANs and increase the maximum achievable throughput with the minimum energy consumption. The proposed power controller employs reinforcement learning with approximation to learn from the environment and improve its performance. We compare the performance of the proposed controller to two other power controllers, one based on game theory and the other one based on fuzzy logic. Simulation results show that compared to the other two approaches, RLPC provides a substantial saving in energy consumption per bit, with a substantial increase in network lifetime.","2166-9570;21669570","Electronic:978-1-4577-1348-4; POD:978-1-4577-1346-0; USB:978-1-4577-1347-7","10.1109/PIMRC.2011.6139908","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6139908","Dynamic Power Control;Fuzzy Logic;Game Theory;Interference;Reinforcement Learning;WBAN","Approximation methods;Energy consumption;Interference;Power control;Sensors;Throughput;Wireless sensor networks","approximation theory;body area networks;control engineering computing;fuzzy control;game theory;interference suppression;learning (artificial intelligence);power control;radio transceivers;telecommunication control;telecommunication network reliability","WBAN;approximation;dynamic power control;energy consumption reduction;energy-constrained networks;fuzzy logic;game theory;interference mitigation;network lifetime;physiological sensors;reinforcement learning;wireless body area networks;wireless transceiver","","6","","17","","","","11-14 Sept. 2011","","IEEE","IEEE Conferences"
"User centered and context dependent personalization through experiential transcoding","S. Ferretti; S. Mirri; C. Prandi; P. Salomoni","Department of Computer Science and Engineering University of Bologna Bologna, Italy","2014 IEEE 11th Consumer Communications and Networking Conference (CCNC)","20141103","2014","","","486","491","The pervasive presence of devices exploited to use and deliver entertainment text-based content can make reading easier to get but more difficult to enjoy, in particular for people with reading-related disabilities. The main solutions that allow overcoming some of the difficulties experienced by users with specific and special needs are based on content adaptation and user profiling. This paper presents a system that aims to improve content legibility by exploiting experiential transcoding techniques. The system we propose tracks users' behaviors so as to provide a tailored adaptation of textual content, in order to fit the needs of a specific user on the several different devices she/he actually uses.","2331-9852;23319852","Electronic:978-1-4799-2355-7; POD:978-1-4799-2357-1","10.1109/CCNC.2014.6940520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6940520","content adaptation;device capabilities;legibility;reinforcement learning;user profiling","Adaptation models;Context;Entertainment industry;Multimedia communication;Prototypes;Transcoding;Web pages","Web sites;assisted living;human factors;text analysis;transcoding;ubiquitous computing","content adaptation;content legibility improvement;context dependent personalization;entertainment text-based content;transcoding techniques;user centered personalization;user profiling","","4","","23","","","","10-13 Jan. 2014","","IEEE","IEEE Conferences"
"Concept maps and learning objects","L. I. Navarro; M. M. Such; D. M. Martin; C. P. Sancho; P. P. Peco","Dept. of Comput. Sci., Agrarian Univ. of Havana, Cuba","Fifth IEEE International Conference on Advanced Learning Technologies (ICALT'05)","20050919","2005","","","263","265","Concept maps constitute one of the tools frequently used in learning management as they offer the possibility to personalize learning, share knowledge and reinforce learning to learn skills. At the same time, many initiatives or standards are being developed rapidly to make the contents in different learning management systems and learning environments compatible. This paper states the need to combine the technique of Concept Maps with initiatives that package contents developed by IMS to produce more portable and powerful content. A model to create tools for learning management is proposed.","2161-3761;21613761","POD:0-7695-2338-2","10.1109/ICALT.2005.90","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1508670","","Computer science;Content management;Education;Environmental management;Knowledge management;Packaging;Power system management;Power system modeling;Psychology;Standards development","computer aided instruction;educational administrative data processing","concept maps;knowledge sharing;learning environments;learning management systems;learning objects;learning personalization;learning reinforcement;skills learning","","1","","8","","","","5-8 July 2005","","IEEE","IEEE Conferences"
"GongBroker: A Broker Model for Power Trading in Smart Grid Markets","X. Wang; M. Zhang; F. Ren; T. Ito","Sch. of Comput. & Inf. Technol., Univ. of Wollongong, Wollongong, NSW, Australia","2015 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT)","20160204","2015","2","","21","24","The Smart Grid market is dynamic and complex, and brokers are widely introduced to better manage this market. This paper proposes an intelligent broker model - GongBroker, with smart trading strategies to cope with the dynamics and complexity. GongBroker first predicts the short-term demands of various consumers, and then buys energy from the wholesale market through auctions, and sells energy to various consumers in the retail market. In order to predict the customer demand, a data-driven method is proposed. All the consumers are hierarchically clustered according to their historical energy consumptions, and different prediction methods are tailored for different customer clusters to predict one-day-ahead hourly energy demand. Based on the predicted demand, the GongBroker employs a Markov Decision Process for the one-day-ahead auction in the wholesale market. To compete with other brokers, GongBroker uses independent reinforcement learning processes to optimize prices for different types of consumers. Experimental results demonstrate that GongBroker not only is competitive in making profit, but also keeps a good supply-demand balance.","","Electronic:978-1-4673-9618-9; POD:978-1-4673-9619-6","10.1109/WI-IAT.2015.108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7397309","Broker Model;Data-driven;Reinforcement Learning;Smart Grid Market","Adaptation models;Electronic mail;Energy consumption;Mathematical model;Prediction algorithms;Prediction methods;Smart grids","Markov processes;demand side management;learning (artificial intelligence);power markets;smart power grids;supply and demand","GongBroker;Markov decision process;consumers short-term demands;data-driven method;day-ahead hourly energy demand;independent reinforcement learning processes;intelligent broker model;power trading;prediction methods;smart grid markets;smart trading strategies;supply-demand balance","","1","","6","","","","6-9 Dec. 2015","","IEEE","IEEE Conferences"
"Attention-Aware Face Hallucination via Deep Reinforcement Learning","Q. Cao; L. Lin; Y. Shi; X. Liang; G. Li","Sch. of Data & Comput. Sci., Sun Yat-sen Univ., Guangzhou, China","2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)","20171109","2017","","","1656","1664","Face hallucination is a domain-specific super-resolution problem with the goal to generate high-resolution (HR) faces from low-resolution (LR) input images. In contrast to existing methods that often learn a single patch-to-patch mapping from LR to HR images and are regardless of the contextual interdependency between patches, we propose a novel Attention-aware Face Hallucination (Attention-FH) framework which resorts to deep reinforcement learning for sequentially discovering attended patches and then performing the facial part enhancement by fully exploiting the global interdependency of the image. Specifically, in each time step, the recurrent policy network is proposed to dynamically specify a new attended region by incorporating what happened in the past. The state (i.e., face hallucination result for the whole image) can thus be exploited and updated by the local enhancement network on the selected region. The Attention-FH approach jointly learns the recurrent policy network and local enhancement network through maximizing the long-term reward that reflects the hallucination performance over the whole image. Therefore, our proposed Attention-FH is capable of adaptively personalizing an optimal searching path for each face image according to its own characteristic. Extensive experiments show our approach significantly surpasses the state-of-the-arts on in-the-wild faces with large pose and illumination variations. The state (i.e., face hallucination result for the whole image) can thus be exploited and updated by the local enhancement network on the selected region. The Attention-FH approach jointly learns the recurrent policy network and local enhancement network through maximizing the long-term reward that reflects the hallucination performance over the whole image. Therefore, our proposed Attention-FH is capable of adaptively personalizing an optimal searching path for each face image according to its own characteristic. Extensive experiments show our appro- ch significantly surpasses the state-of-the-arts on in-the-wild faces with large pose and illumination variations.","1063-6919;10636919","Electronic:978-1-5386-0457-1; POD:978-1-5386-0458-8","10.1109/CVPR.2017.180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8099663","","Computer vision;Face;History;Image resolution;Learning (artificial intelligence);Neural networks","face recognition;image enhancement;image resolution;learning (artificial intelligence)","attention-FH approach;attention-aware face hallucination;deep reinforcement learning;domain-specific super-resolution problem;facial part enhancement;hallucination performance;high-resolution face generation;in-the-wild faces;local enhancement network;low-resolution input images;optimal searching path;patch-to-patch mapping;recurrent policy network","","1","","","","","","21-26 July 2017","","IEEE","IEEE Conferences"
"Data-driven inverse learning of passenger preferences in urban public transits","G. Wu; Y. Ding; Y. Li; J. Luo; F. Zhang; J. Fu","Worcester Polytechnic Institute (WPI), 100 Institute Road, Worcester, MA 01609, USA","2017 IEEE 56th Annual Conference on Decision and Control (CDC)","20180122","2017","","","5068","5073","Urban public transit planning is crucial in reducing traffic congestion and enabling green transportation. However, there is no systematic way to integrate passengers' personal preferences in planning public transit routes and schedules so as to achieve high occupancy rates and efficiency gain of ride-sharing. In this paper, we take the first step tp exact passengers' preferences in planning from history public transit data. We propose a data-driven method to construct a Markov decision process model that characterizes the process of passengers making sequential public transit choices, in bus routes, subway lines, and transfer stops/stations. Using the model, we integrate softmax policy iteration into maximum entropy inverse reinforcement learning to infer the passenger's reward function from observed trajectory data. The inferred reward function will enable an urban planner to predict passengers' route planning decisions given some proposed transit plans, for example, opening a new bus route or subway line. Finally, we demonstrate the correctness and accuracy of our modeling and inference methods in a large-scale (three months) passenger-level public transit trajectory data from Shenzhen, China. Our method contributes to smart transportation design and human-centric urban planning.","","Electronic:978-1-5090-2873-3; POD:978-1-5090-2874-0; USB:978-1-5090-2872-6","10.1109/CDC.2017.8264410","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8264410","","Data models;Entropy;Markov processes;Planning;Public transportation;Roads;Trajectory","Markov processes;data analysis;entropy;learning (artificial intelligence);town and country planning;traffic engineering computing;transportation","China;Markov decision process model;Shenzhen;bus route;bus routes;data-driven inverse learning;data-driven method;enabling green transportation;green transportation;high occupancy rates;history public transit data;human-centric urban planning;inference methods;inferred reward function;large-scale passenger-level public transit trajectory data;maximum entropy inverse reinforcement;observed trajectory data;public transit routes;sequential public transit choices;smart transportation design;traffic congestion;transit plans;urban planner;urban public transit planning","","","","","","","","12-15 Dec. 2017","","IEEE","IEEE Conferences"
"Personalized Course Sequence Recommendations","J. Xu; T. Xing; M. van der Schaar","Department of Electrical and Computer Engineering, University of Miami, Coral Gables, FL, USA","IEEE Transactions on Signal Processing","20160824","2016","64","20","5340","5352","Given the variability in student learning, it is becoming increasingly important to tailor courses as well as course sequences to student needs. This paper presents a systematic methodology for offering personalized course sequence recommendations to students. First, a forward-search backward-induction algorithm is developed that can optimally select course sequences to decrease the time required for a student to graduate. The algorithm accounts for prerequisite requirements (typically present in higher level education) and course availability. Second, using the tools of multiarmed bandits, an algorithm is developed that can optimally recommend a course sequence that both reduces the time to graduate while also increasing the overall GPA of the student. The algorithm dynamically learns how students with different contextual backgrounds perform for given course sequences and, then, recommends an optimal course sequence for new students. Using real-world student data from the UCLA Mechanical and Aerospace Engineering Department, we illustrate how the proposed algorithms outperform other methods that do not include student contextual information when making course sequence recommendations.","1053-587X;1053587X","","10.1109/TSP.2016.2595495","10.13039/100000001 - National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7524023","Personalized education;contextual bandits;course sequence recommendation;dynamic programming","Adaptive systems;Aerospace engineering;Complexity theory;Education;Electronic mail;Heuristic algorithms;Signal processing algorithms","aerospace computing;computer aided instruction;educational courses;engineering education;inference mechanisms;mechanical engineering computing;recommender systems","GPA;UCLA Mechanical and Aerospace Engineering Department;contextual backgrounds;course availability;forward-search backward-induction algorithm;multiarmed bandit tool;personalized course sequence recommendations;prerequisite requirements;student learning;systematic methodology","","2","","","","","20160727","Oct.15, 15 2016","","IEEE","IEEE Journals & Magazines"
"Policy search for learning robot control using sparse data","B. Bischoff; D. Nguyen-Tuong; H. van Hoof; A. McHutchon; C. E. Rasmussen; A. Knoll; J. Peters; M. P. Deisenroth","Cognitive Systems, Bosch Corporate Research, Germany","2014 IEEE International Conference on Robotics and Automation (ICRA)","20140929","2014","","","3882","3887","In many complex robot applications, such as grasping and manipulation, it is difficult to program desired task solutions beforehand, as robots are within an uncertain and dynamic environment. In such cases, learning tasks from experience can be a useful alternative. To obtain a sound learning and generalization performance, machine learning, especially, reinforcement learning, usually requires sufficient data. However, in cases where only little data is available for learning, due to system constraints and practical issues, reinforcement learning can act suboptimally. In this paper, we investigate how model-based reinforcement learning, in particular the probabilistic inference for learning control method (Pilco), can be tailored to cope with the case of sparse data to speed up learning. The basic idea is to include further prior knowledge into the learning process. As Pilco is built on the probabilistic Gaussian processes framework, additional system knowledge can be incorporated by defining appropriate prior distributions, e.g. a linear mean Gaussian prior. The resulting Pilco formulation remains in closed form and analytically tractable. The proposed approach is evaluated in simulation as well as on a physical robot, the Festo Robotino XT. For the robot evaluation, we employ the approach for learning an object pick-up task. The results show that by including prior knowledge, policy learning can be sped up in presence of sparse data.","1050-4729;10504729","Electronic:978-1-4799-3685-4; POD:978-1-4799-3686-1; USB:978-1-4799-3684-7","10.1109/ICRA.2014.6907422","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6907422","","Computational modeling;Data models;Grasping;Heuristic algorithms;Pneumatic systems;Robots;Valves","Gaussian distribution;Gaussian processes;learning (artificial intelligence);learning systems;probability;robots","Festo Robotino XT;PILCO;dynamic environment;generalization performance;grasping;learning robot control;linear mean Gaussian prior distribution;machine learning;manipulation;model-based reinforcement learning;object pick-up task;physical robot;policy learning;policy search;probabilistic Gaussian processes framework;probabilistic inference for learning control method;sound learning;sparse data;system constraints;uncertain environment","","3","","14","","","","May 31 2014-June 7 2014","","IEEE","IEEE Conferences"
"Teaching mentoring program for the application of active methodologies and ICT tools","N. E. Salazar","Educational Innovation Deparment, Tecsup, Trujillo, Per&#x00FA;","2017 IEEE Frontiers in Education Conference (FIE)","20171214","2017","","","1","6","This research is characterized by the effectiveness of the Teaching Mentoring Program for the application of active methodologies and ICT tools in Tecsup Norte teachers, Trujillo, Peru. A goal was set for the three locations of Tecsup Norte (Trujillo, City), Tecsup Centro (Lima, City), Tecsup Sur (Arequipa, City), to achieve that in 2016, 80%, apply at least one active methodology per semester and make use of ICT tools. The result for Tecsup Norte after completing the first semester was that 28% of teachers used an active methodology and 16% used ICT tools. At the beginning of the 2016 II semester, the Teaching Mentoring Program was designed, consisting of five stages: 1. first contact and interview with the teacher, 2. personalized training, 3. programming and revision of class material, 4. accompaniment in classroom and evaluation by rubrics, and 5. feedforward and recognition. For this, psychological strategies such as rapport, positive reinforcement and behavioral modeling were adapted, as well as the tool of coaching feedforward and evaluation rubrics were designed for the application of active methodologies. To guarantee the effectiveness of the program was a team of two specialists in active methodologies and ICT tools. Work schedule and control of man hours was approached using Gantt diagram. The results of the implementation of the program are relevant, since 95% of the teachers of the semester 2016 II applied active methodologies and ICT tools; in comparison to the result of the 2016 I semester. Tecsup Norte becomes the first site that exceeds the established goal of 80% in application of active methodologies and ICT tools, through the Teaching Mentoring program, the other venues that did not apply the Teaching Mentoring Program were: Tecsup Centro 62% and Tecsup Sur 50%. This educational innovation contributes a program for the training, accompaniment and evaluation of the teaching performance through active methodologies, such as: Flipped le- rning, case-based learning, problem-based learning, guided-learning project and the use of ICT tools.","","Electronic:978-1-5090-5920-1; POD:978-1-5090-4920-2; USB:978-1-5090-5919-5","10.1109/FIE.2017.8190607","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190607","ICT tools;Mentoring Teaching;active methodologies;evaluation rubrics;feedforward;personalized training","Google;Interviews;Mentoring;Technological innovation;Tools;Urban areas","computer aided instruction;teaching","Arequipa City;Gantt diagram;ICT tools;Lima City;Peru;Teaching Mentoring Program;Teaching Mentoring program;Teaching mentoring program;Tecsup Centro;Tecsup Norte teachers;Tecsup Sur;Trujillo","","","","","","","","18-21 Oct. 2017","","IEEE","IEEE Conferences"
"Q-learning based power control algorithm for D2D communication","S. Nie; Z. Fan; M. Zhao; X. Gu; L. Zhang","Key Lab of Universal Wireless Communication, Beijing University of Posts and Telecommunications, Beijing, China 100876","2016 IEEE 27th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","20161222","2016","","","1","6","In this paper, reinforcement learning (RL) based power control algorithm in underlay D2D communication is studied. The approach we use regards D2D communication as a multi-agents system, and power control is achieved by maximizing system capacity while maintaining the requirement of quality of service(QoS) from cellular users. We propose two RL based power control methods for D2D users, i.e., team-Q learning and distributed-Q learning. The former is a centralized method in which only one Q-value table needs to be maintained, while the latter enables D2D users to learn independently and reduces the complexity of Q-value table. Simulation results show the difference of the two Q-learning algorithm in terms of convergence and reward function. In addition, it is shown that through our distributed-Q learning, D2D users not only are able to learn their power in a self-organized way, but also achieve better system performance than that using traditional method in LTE(Long Term Evolution).","","Electronic:978-1-5090-3254-9; POD:978-1-5090-3255-6","10.1109/PIMRC.2016.7794793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7794793","D2D communication;Q-learning;Reinforcement learning;multi-agent system;power control","Algorithm design and analysis;Device-to-device communication;Interference;Power control;Quality of service;Radio transmitters;Signal to noise ratio","Long Term Evolution;learning (artificial intelligence);multi-agent systems;power control;quality of service;telecommunication control","LTE;Long Term Evolution;Q-learning based power control algorithm;QoS;cellular users;distributed-Q learning;multiagents system;quality of service;reinforcement learning;system capacity;underlay D2D communication","","","","","","","","4-8 Sept. 2016","","IEEE","IEEE Conferences"
"MOSAIC for Multiple-Reward Environments","N. Sugimoto; M. Haruno; K. Doya; M. Kawato","Center for Information and Neural Networks, National Institute of Information and Communications Technology, Kyoto 619-0288, Japan, and Department of Brain Robot Interface, Brain Information Communication Research Laboratory Group, ATR, Kyoto 619-0288, Japan xsugi@nict.go.jp","Neural Computation","20140519","2012","24","3","577","606","Reinforcement learning (RL) can provide a basic framework for autonomous robots to learn to control and maximize future cumulative rewards in complex environments. To achieve high performance, RL controllers must consider the complex external dynamics for movements and task (reward function) and optimize control commands. For example, a robot playing tennis and squash needs to cope with the different dynamics of a tennis or squash racket and such dynamic environmental factors as the wind. In addition, this robot has to tailor its tactics simultaneously under the rules of either game. This double complexity of the external dynamics and reward function sometimes becomes more complex when both the multiple dynamics and multiple reward functions switch implicitly, as in the situation of a real (multi-agent) game of tennis where one player cannot observe the intention of her opponents or her partner. The robot must consider its opponent's and its partner's unobservable behavioral goals (reward function). In this article, we address how an RL agent should be designed to handle such double complexity of dynamics and reward. We have previously proposed modular selection and identification for control (MOSAIC) to cope with nonstationary dynamics where appropriate controllers are selected and learned among many candidates based on the error of its paired dynamics predictor: the forward model. Here we extend this framework for RL and propose MOSAIC-MR architecture. It resembles MOSAIC in spirit and selects and learns an appropriate RL controller based on the RL controller's TD error using the errors of the dynamics (the forward model) and the reward predictors. Furthermore, unlike other MOSAIC variants for RL, RL controllers are not a priori paired with the fixed predictors of dynamics and rewards. The simulation results demonstrate that MOSAIC-MR outperforms other counterparts because of this flexible association ability among RL controllers, forward models, and reward pr- dictors.","0899-7667;08997667","","10.1162/NECO_a_00246","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6797532","","","","","","2","","","","","","March 2012","","MIT Press","MIT Press Journals"
"A Recursive Dialogue Game for Personalized Computer-Aided Pronunciation Training","P. h. Su; C. h. Wu; L. s. Lee","Department of Engineering, University of Cambridge, Cambridge, United Kingdom","IEEE/ACM Transactions on Audio, Speech, and Language Processing","20150114","2015","23","1","127","141","Learning languages in addition to the native language is very important for all people in the globalized world today, and computer-aided pronunciation training (CAPT) is attractive since the software can be used anywhere at any time, and repeated as many times as desired. In this paper, we introduce the immersive interaction scenario offered by spoken dialogues to CAPT by proposing a recursive dialogue game to make CAPT personalized. A number of tree-structured sub-dialogues are linked sequentially and recursively as the script for the game. The system policy at each dialogue turn is to select in real-time along the dialogue the best training sentence for each specific individual learner within the dialogue script, considering the learner's learning status and the future possible dialogue paths in the script, such that the learner can have the scores for all pronunciation units considered reaching a predefined standard in a minimum number of turns. The purpose here is that those pronunciation units poorly produced by the specific learner can be offered with more practice opportunities in the future sentences along the dialogue, which enables the learner to improve the pronunciation without having to repeat the same training sentences many times. This makes the learning process for each learner completely personalized. The dialogue policy is modeled by Markov decision process (MDP) with high-dimensional continuous state space, and trained with fitted value iteration using a huge number of simulated learners. These simulated leaners have the behavior similar to real learners, and were generated from a corpus of real learner data. The experiments demonstrated very promising results and a real cloud-based system is also successfully implemented.","2329-9290;23299290","","10.1109/TASLP.2014.2375572","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6971195","Computer-aided pronunciation training (CAPT);Markov decision process;computer-assisted language learning;dialogue game;reinforcement learning","Computers;Games;Markov processes;Software;Speech;Speech processing;Training","Markov processes;cloud computing;computer based training;computer games;interactive systems;linguistics;real-time systems","MDP;Markov decision process;dialogue paths;dialogue policy;dialogue script;fitted value iteration;game script;high-dimensional continuous state space;immersive interaction scenario;language learning;learner learning status;native language;personalized CAPT;personalized computer-aided pronunciation training;pronunciation improvement;pronunciation unit scores;real cloud-based system;real learners;recursive dialogue game;sequentially-recursively linked tree-structured subdialogues;simulated leaners;spoken dialogues;system policy;training sentence","","2","","52","","","20141202","Jan. 2015","","IEEE","IEEE Journals & Magazines"
"Video Annotation Through Search and Graph Reinforcement Mining","E. Moxley; T. Mei; B. S. Manjunath","University of California at Santa Barbara, California, U.S.A.","IEEE Transactions on Multimedia","20100315","2010","12","3","184","193","Unlimited vocabulary annotation of multimedia documents remains elusive despite progress solving the problem in the case of a small, fixed lexicon. Taking advantage of the repetitive nature of modern information and online media databases with independent annotation instances, we present an approach to automatically annotate multimedia documents that uses mining techniques to discover new annotations from similar documents and to filter existing incorrect annotations. The annotation set is not limited to words that have training data or for which models have been created. It is limited only by the words in the collective annotation vocabulary of all the database documents. A graph reinforcement method driven by a particular modality (e.g., visual) is used to determine the contribution of a similar document to the annotation target. The graph supplies possible annotations of a different modality (e.g., text) that can be mined for annotations of the target. Experiments are performed using videos crawled from YouTube. A customized precision-recall metric shows that the annotations obtained using the proposed method are superior to those originally existing for the document. These extended, filtered tags are also superior to a state-of-the-art semi-supervised technique for graph reinforcement learning on the initial user-supplied annotations.","1520-9210;15209210","","10.1109/TMM.2010.2041101","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5398917","Data mining;graph theory;video annotation;video content analysis","","data mining;document handling;learning (artificial intelligence);video retrieval","annotations discovery;collective annotation vocabulary;customized precision recall metric;database documents;graph reinforcement mining;multimedia documents annotation;online media database;video annotation","","28","","36","","","20100126","April 2010","","IEEE","IEEE Journals & Magazines"
"Performance improvements in schools with Adaptive Learning and Assessment","R. Raman; P. Nedungadi","School of Engineering, Amrita Vishwa Vidyapeetham, India","2010 4th International Conference on Distance Learning and Education","20101021","2010","","","10","14","This paper presents Amrita Learning, a web-based, multimedia-enabled, Adaptive Assessment and Learning System for schools. Computer-based adaptive assessments aim to use an optimal and individualized assessment path to determine the knowledge level of students. The new goal for adaptive assessment is based on educational outcomes, which describe what learners must be able to do as a result of items studied. Assessment based on outcomes creates the initial roadmap for the educational model, ensuring that students are not learning items that are already mastered. Learners and instructors can accurately determine their areas of strengths and weaknesses, and use this to determine future instruction. This paper explains the underlying principles used in the initial adaptive assessment followed by evaluation that is closely interwoven with learning. An expert module continuously adjusts the content and method of presentation based on the sequence of learner's recent responses and prior knowledge. The system maintains and updates both the individual learner profile and group profiles. Amrita Learning, targeted to school students, is built upon the principles of spiral learning with mixed presentation from multiple skill areas, thus providing continuous reinforcement in all skill-areas. The proposed competency model has been pilot tested in both city and rural area schools. In the majority of cases where students used it consistently, there were quantifiable improvements in learning levels and performance in schools. Summaries of the results and recommendations are included in this paper.","2169-1428;21691428","Electronic:978-1-4244-8752-3; POD:978-1-4244-8751-6","10.1109/ICDLE.2010.5606052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5606052","Adaptive Learning;Assessment;Continuous Evaluation;Flash Animations;ICT;Intelligent Tutoring Systems Spiral Learning;Interactive;Mastery Learning;Mixed Presentation;individualised instruction;special needs","Adaptation model;Browsers;Equations;Fires;Geometry;Mathematical model;XML","Internet;computer aided instruction;educational institutions;learning (artificial intelligence);multimedia systems","Amrita learning;Schools;Web based multimedia enabled adaptive assessment;adaptive learning;city area school;learner response;performance improvement;rural area school;spiral learning;student knowledge level","","1","","10","","","","3-5 Oct. 2010","","IEEE","IEEE Conferences"
"Hardware implementation of FAST-based reinforcement learning algorithm","Kao-Shing Hwang; Yuan-Pao Hsu; His-Wen Hsieh; Hsin-Yi Lin","Dept. of Electr., Nat. Chung-Cheng Univ., Taiwan","Proceedings of 2005 IEEE International Workshop on VLSI Design and Video Technology, 2005.","20050906","2005","","","435","438","A FAST-based (flexible adaptable-size topology) reinforcement learning chip is implemented in this article. Basically, the FAST is an ART-like (adaptive resonance theory) mechanism. The ART is characterized as one of unsupervised learning neural network models, facilitated to solve stability-plasticity dilemma. The chip is a self organizing architecture that consists of three main structures including similarity, learning, and pruning. Dynamically adjusting the size of sensitivity regions of each neuron and adaptively pruning one of the neurons when an input pattern activates more than one neuron, the chip can preserve hardware resources (available neurons) to accommodate more categories. The clustered result by the implemented chip is then sent to an AHC (adaptive heuristic critic) architecture (emulated by a personal computer) to learn to balance an inverted pendulum system, which is also emulated by the personal computer for verifying the implemented architecture.","","POD:0-7803-9005-9","10.1109/IWVDVT.2005.1504643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1504643","","Computer architecture;Hardware;Microcomputers;Network topology;Neural networks;Neurons;Resonance;Stability;Subspace constraints;Unsupervised learning","field programmable gate arrays;learning (artificial intelligence);microcomputers;neural net architecture;pendulums;self-adjusting systems","adaptive heuristic critic architecture;adaptive resonance theory;flexible adaptable-size topology;hardware implementation;inverted pendulum system;reinforcement learning algorithm;self organizing architecture","","4","","5","","","","28-30 May 2005","","IEEE","IEEE Conferences"
"Video summarization using reinforcement learning in eigenspace","K. Masumitsu; T. Echigo","IBM Tokyo Res. Lab., Kanagawa, Japan","Proceedings 2000 International Conference on Image Processing (Cat. No.00CH37101)","20020806","2000","2","","267","270 vol.2","We propose video summarization using reinforcement learning. The importance score of each frame in a video is calculated from the user's actions in handling similar previous frames; if such frames were watched rather than skipped, a high score is assigned. To calculate the score, instead of using raw feature vectors extracted from images, we use feature vectors projected on eigenspace: as a result, we can deal with the features comprehensively. We also give an algorithm that uses the reinforcement learning method to create a personalized video summary. The summarization algorithm is applied to a soccer video to confirm its effectiveness.","1522-4880;15224880","POD:0-7803-6297-7","10.1109/ICIP.2000.899351","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=899351","","Data mining;Feature extraction;Information retrieval;Joining processes;Laboratories;Layout;Learning;Multimedia communication;TV broadcasting;Watches","feature extraction;image sequences;learning (artificial intelligence);video signal processing","algorithm;eigenspace;feature vectors extraction;personalized video summary;reinforcement learning;soccer video;summarization algorithm;video frame;video summarization","","4","3","7","","","","10-13 Sept. 2000","10 Sep 2000-13 Sep 2000","IEEE","IEEE Conferences"
