database,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
SCOPUS,"Li K., Meng M.Q.-H.",Personalizing a Service Robot by Learning Human Habits from Behavioral Footprints,2015,Engineering,1,1,,79,84,,,10.15302/J-ENG-2015024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988727903&doi=10.15302%2fJ-ENG-2015024&partnerID=40&md5=bd73d8218407187c4a2a349249f2a84c,"California Institute of Technology, Pasadena, CA, United States; The Chinese University of Hong Kong, Hong Kong, China","Li, K., California Institute of Technology, Pasadena, CA, United States; Meng, M.Q.-H., The Chinese University of Hong Kong, Hong Kong, China","For a domestic personal robot, personalized services are as important as predesigned tasks, because the robot needs to adjust the home state based on the operator's habits. An operator's habits are composed of cues, behaviors, and rewards. This article introduces behavioral footprints to describe the operator's behaviors in a house, and applies the inverse reinforcement learning technique to extract the operator's habits, represented by a reward function. We implemented the proposed approach with a mobile robot on indoor temperature adjustment, and compared this approach with a baseline method that recorded all the cues and behaviors of the operator. The result shows that the proposed approach allows the robot to reveal the operator's habits accurately and adjust the environment state accordingly. © 2015 THE AUTHORS. Published by Elsevier LTD on behalf of Chinese Academy of Engineering and Higher Education Press Limited Company",behavioral footprints; habit learning; personalized robot,Article,Open Access,Scopus,2-s2.0-84988727903
SCOPUS,"Raghuveer V.R., Tripathy B.K., Singh T., Khanna S.",Reinforcement learning approach towards effective content recommendation in MOOC environments,2015,"Proceedings of the 2014 IEEE International Conference on MOOCs, Innovation and Technology in Education, IEEE MITE 2014",,,7020289,285,289,,3,10.1109/MITE.2014.7020289,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923522467&doi=10.1109%2fMITE.2014.7020289&partnerID=40&md5=a43bd0edbb6057325c6eba2df30c5c44,"SCSE, VIT University, Vellore, Tamilnadu, India; CSE, SCSE, VIT University, Vellore, Tamilnadu, India","Raghuveer, V.R., SCSE, VIT University, Vellore, Tamilnadu, India; Tripathy, B.K., SCSE, VIT University, Vellore, Tamilnadu, India; Singh, T., CSE, SCSE, VIT University, Vellore, Tamilnadu, India; Khanna, S., CSE, SCSE, VIT University, Vellore, Tamilnadu, India","Understanding the Learner requirements is an important aspect of any learning environment as it helps to recommend the LOs in a more personalized manner. With the growing demand for MOOCs offered by coursera, edx, etc. The learner information plays a vital role in understanding the extent to which the learners can gain out of such courses. The Learning Management Systems (LMS) across the web uses the explicit (rating, performance, etc.) and implicit feedback (LOs used) obtained through interaction with the learners to derive such information. As the requirements of the learners varies with the individual's interest and learning background, a common approach for recommending LOs may not cater the needs of all the learners. To overcome this issue, this paper proposes reinforcement learning based algorithm to analyze the learner information (derived from both implicit and explicit feedback) and generate the knowledge on the learner's requirements and capabilities inside a specific learning context. The reinforcement learning system (RILS) implemented as a part of this work utilizes the knowledge thus generated in order to recommend the appropriate LOs for the learners. The results have highlighted that the knowledge derived from the learning information analysis proved to effective in generating personalized recommendation policies that can cater the context specific requirements of the learners. © 2014 IEEE.",learning context; learning experience; LO recommendation; MOOC; Reinforcement Learning,Conference Paper,,Scopus,2-s2.0-84923522467
SCOPUS,"Theocharous G., Thomas P.S., Ghavamzadeh M.",Personalized ad recommendation systems for life-time value optimization with guarantees,2015,IJCAI International Joint Conference on Artificial Intelligence,2015-January,,,1806,1812,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949758918&partnerID=40&md5=7653e3556c282c0be9fdbdfaf07f4fb5,"Adobe Research, United States; UMassAmherst, United States; INRIA, France","Theocharous, G., Adobe Research, United States; Thomas, P.S., Adobe Research, United States, UMassAmherst, United States; Ghavamzadeh, M., Adobe Research, United States, INRIA, France","In this paper, we propose a framework for using reinforcement learning (RL) algorithms to learn good policies for personalized ad recommendation (PAR) systems. The RL algorithms take into account the long-term effect of an action, and thus, could be more suitable than myopic techniques like supervised learning and contextual bandit, for modern PAR systems in which the number of returning visitors is rapidly growing. However, while myopic techniques have been well-studied in PAR systems, the RL approach is still in its infancy, mainly due to two fundamental challenges: how to compute a good RL strategy and how to evaluate a solution using historical data to ensure its ""safety"" before deployment. In this paper, we propose to use a family of off-policy evaluation techniques with statistical guarantees to tackle both these challenges. We apply these methods to a real PAR problem, both for evaluating the final performance and for optimizing the parameters of the RL algorithm. Our results show that a RL algorithm equipped with these offpolicy evaluation techniques outperforms the myopic approaches. Our results also give fundamental insights on the difference between the click through rate (CTR) and life-time value (LTV) metrics for evaluating the performance of a PAR algorithm.",,Conference Paper,,Scopus,2-s2.0-84949758918
SCOPUS,"Durand A., Pineau J.",Adaptive treatment allocation using sub-sampled Gaussian processes,2015,AAAI Fall Symposium - Technical Report,FS-15-04,,,9,11,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964573656&partnerID=40&md5=534281ed1c527f1c0b6fa9b0c046b90e,"Department of Electrical Engineering and Computer Engineering Universite, Laval, QC, Canada; School of Computer Science, McGill University, Montreal, Canada","Durand, A., Department of Electrical Engineering and Computer Engineering Universite, Laval, QC, Canada; Pineau, J., School of Computer Science, McGill University, Montreal, Canada","Personalized medicine targets the customization of treatment strategies to patients' individual characteristics. Here we consider the problem of optimizing personalized pharmacological treatment strategies for cancer. We focus primarily on developing effective strategies to collect the data necessary for the construction of personalized treatments. We formulate this problem as a contextual bandit and present a new algorithm based on repeated sub-sampling for robust data collection in this framework. We present a case study showing experiments on a simulation setting, built from real data collected in a previous animal experiments. Promising results in this case study have since lead us to deploy this strategy in a partner wet lab to allocate treatments for the next phase of animal experiments. Copyright © 2015, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Conference Paper,,Scopus,2-s2.0-84964573656
SCOPUS,"Neumann D., Mansi T., Itu L., Georgescu B., Kayvanpour E., Sedaghat-Hamedani F., Haas J., Katus H., Meder B., Steidl S., Hornegger J., Comaniciu D.",Vito – a generic agent for multi-physics model personalization: Application to heart modeling,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9350,,,442,449,,1,10.1007/978-3-319-24571-3_53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950986600&doi=10.1007%2f978-3-319-24571-3_53&partnerID=40&md5=c5628b61c47dad9007b6e8161dc760f4,"Imaging and Computer Vision, Siemens Corporate Technology, Princeton, NJ, Romania; Pattern Recognition Lab, FAU Erlangen-Nürnberg, Germany; Imaging and Computer Vision, Siemens Corporate Technology, Romania; Department of Internal Medicine III, University Hospital Heidelberg, Germany","Neumann, D., Imaging and Computer Vision, Siemens Corporate Technology, Princeton, NJ, Romania, Pattern Recognition Lab, FAU Erlangen-Nürnberg, Germany; Mansi, T., Imaging and Computer Vision, Siemens Corporate Technology, Princeton, NJ, Romania; Itu, L., Imaging and Computer Vision, Siemens Corporate Technology, Romania; Georgescu, B., Imaging and Computer Vision, Siemens Corporate Technology, Princeton, NJ, Romania; Kayvanpour, E., Department of Internal Medicine III, University Hospital Heidelberg, Germany; Sedaghat-Hamedani, F., Department of Internal Medicine III, University Hospital Heidelberg, Germany; Haas, J., Department of Internal Medicine III, University Hospital Heidelberg, Germany; Katus, H., Department of Internal Medicine III, University Hospital Heidelberg, Germany; Meder, B., Department of Internal Medicine III, University Hospital Heidelberg, Germany; Steidl, S., Pattern Recognition Lab, FAU Erlangen-Nürnberg, Germany; Hornegger, J., Pattern Recognition Lab, FAU Erlangen-Nürnberg, Germany; Comaniciu, D., Imaging and Computer Vision, Siemens Corporate Technology, Princeton, NJ, Romania","Precise estimation of computational physiological model parameters from patient data is one of the main hurdles towards their clinical applicability. Designing robust estimation algorithms is often a tedious and model-specific process. We propose to use, for the first time to our knowledge, artificial intelligence (AI) concepts to learn how to personalize a computational model, inspired by how an expert manually personalizes. We reformulate the parameter estimation problem in terms of Markov decision process and reinforcement learning. In an off-line phase, the artificial agent, called Vito, automatically learns a representative state-action-state model through data-driven exploration of the computational model under consideration. In other words, Vito learns how the model behaves under change of parameters and how to personalize it. Vito then controls the on-line personalization by exploiting its automatically derived action policy. Because the algorithm is model-independent, personalizing a completely new model would require only adjusting some simple parameters of the agent and defining the observations to match, without the full knowledge of the model itself. Vito was evaluated on two challenging problems: the inverse problem of cardiac electrophysiology and the personalization of a lumped-parameter whole-body circulation model. Obtained results suggested that Vito could achieve equivalent goodness of fit than standard methods, while being more robust (up to 25% higher success rates) and with faster (up to three times) convergence rate. Our AI approach could thus make model personalization algorithms generalizable and self-adaptable to any patient, like a human operator. © Springer International Publishing Switzerland 2015.",,Conference Paper,,Scopus,2-s2.0-84950986600
SCOPUS,"Casanueva I., Hain T., Christensen H., Marxer R., Green P.",Knowledge transfer between speakers for personalised dialogue management,2015,"SIGDIAL 2015 - 16th Annual Meeting of the Special Interest Group on Discourse and Dialogue, Proceedings of the Conference",,,,12,21,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988391769&partnerID=40&md5=dfddd45f3d809c20ad6bebb66483451d,"Department of Computer Science, University of Sheffield, United Kingdom","Casanueva, I., Department of Computer Science, University of Sheffield, United Kingdom; Hain, T., Department of Computer Science, University of Sheffield, United Kingdom; Christensen, H., Department of Computer Science, University of Sheffield, United Kingdom; Marxer, R., Department of Computer Science, University of Sheffield, United Kingdom; Green, P., Department of Computer Science, University of Sheffield, United Kingdom","Model-free reinforcement learning has been shown to be a promising data driven approach for automatic dialogue policy optimization, but a relatively large amount of dialogue interactions is needed before the system reaches reasonable performance. Recently, Gaussian process based reinforcement learning methods have been shown to reduce the number of dialogues needed to reach optimal performance, and pre-training the policy with data gathered from different dialogue systems has further reduced this amount. Following this idea, a dialogue system designed for a single speaker can be initialised with data from other speakers, but if the dynamics of the speakers are very different the model will have a poor performance. When data gathered from different speakers is available, selecting the data from the most similar ones might improve the performance. We propose a method which automatically selects the data to transfer by defining a similarity measure between speakers, and uses this measure to weight the influence of the data from each speaker in the policy model. The methods are tested by simulating users with different severities of dysarthria interacting with a voice enabled environmental control system.. © 2015 Association for Computational Linguistics.",,Conference Paper,,Scopus,2-s2.0-84988391769
SCOPUS,"Alipour M.M., Razavi S.N.",A new multiagent reinforcement learning algorithm to solve the symmetric traveling salesman problem,2015,Multiagent and Grid Systems,11,2,,107,119,,1,10.3233/MGS-150232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940043679&doi=10.3233%2fMGS-150232&partnerID=40&md5=8efa63586c346e4fd35fbbb59b2e42dd,"Department of Computer Engineering, Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran","Alipour, M.M., Department of Computer Engineering, Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran; Razavi, S.N., Department of Computer Engineering, Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran","Travelling salesman problem (TSP) looks simple, however it is an important combinatorial problem. Its computational intractability has attracted a number of heuristic approaches to generate satisfactory, if not optimal solutions. In this paper, we present a new algorithm for the Symmetric TSP using Multiagent Reinforcement Learning (MARL) approach. Each agent in the multiagent system is an autonomous entity with personal declarative memory and behavioral components which are used to tour construction and then constructed tour of each agent is improved by 2-opt local search heuristic as tour improvement heuristic in order to reach optimal or near-optimal solutions in a reasonable time. The experiments in this paper are performed using the 29 datasets obtained from the TSPLIB. Also, the experimental results of the proposed method are compared with some well-known methods in the field. Our experimental results indicate that the proposed approach has a good performance with respect to the quality of the solution and the speed of computation.",2-opt local search heuristic; Multiagent reinforcement learning (MARL); Traveling salesman problem (TSP),Article,,Scopus,2-s2.0-84940043679
SCOPUS,"De Paula M., Acosta G.G., Martínez E.C.",On-line policy learning and adaptation for real-time personalization of an artificial pancreas,2015,Expert Systems with Applications,42,4,,2234,2255,,4,10.1016/j.eswa.2014.10.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910646834&doi=10.1016%2fj.eswa.2014.10.038&partnerID=40&md5=0b2a6928c88bfd78c305b765e1fa2e2b,"INTELYMEC, Centro de Investigaciones en Física e Ingeniería del Centro - CIFICEN, CONICET, Av. del Valle 5737, Olavarría, Argentina; UNCPBA-Facultad de Ingeniería, Universidad Nacional del Centro de la Provincia de Buenos Aires, Av. del Valle 5737, Olavarría, Argentina; INGAR (CONICET-UTN), Avellaneda 3657, Santa Fe, Argentina","De Paula, M., INTELYMEC, Centro de Investigaciones en Física e Ingeniería del Centro - CIFICEN, CONICET, Av. del Valle 5737, Olavarría, Argentina; Acosta, G.G., UNCPBA-Facultad de Ingeniería, Universidad Nacional del Centro de la Provincia de Buenos Aires, Av. del Valle 5737, Olavarría, Argentina; Martínez, E.C., INGAR (CONICET-UTN), Avellaneda 3657, Santa Fe, Argentina","The dynamic complexity of the glucose-insulin metabolism in diabetic patients is the main obstacle towards widespread use of an artificial pancreas. The significant level of subject-specific glycemic variability requires continuously adapting the control policy to successfully face daily changes in patient's metabolism and lifestyle. In this paper, an on-line selective reinforcement learning algorithm that enables real-time adaptation of a control policy based on ongoing interactions with the patient so as to tailor the artificial pancreas is proposed. Adaptation includes two online procedures: on-line sparsification and parameter updating of the Gaussian process used to approximate the control policy. With the proposed sparsification method, the support data dictionary for on-line learning is modified by checking if in the arriving data stream there exists novel information to be added to the dictionary in order to personalize the policy. Results obtained in silico experiments demonstrate that on-line policy learning is both safe and efficient for maintaining blood glucose variability within the normoglycemic range. © 2014 Elsevier Ltd. All rights reserved.",Diabetes; Gaussian processes; Glycemic variability; On-line sparsification; Policy learning; Reinforcement learning,Article,,Scopus,2-s2.0-84910646834
SCOPUS,"Yang H., Sloan M., Wang J.",Dynamic information retrieval modeling,2015,WSDM 2015 - Proceedings of the 8th ACM International Conference on Web Search and Data Mining,,,,409,410,,3,10.1145/2684822.2697038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928710591&doi=10.1145%2f2684822.2697038&partnerID=40&md5=b9991c18a43a17193ce69d06e791c428,"Georgetown University, United Kingdom; University College London, United Kingdom","Yang, H., Georgetown University, United Kingdom; Sloan, M., University College London, United Kingdom; Wang, J., University College London, United Kingdom","In Dynamic Information Retrieval modeling we model dy-namic systems which change or adapt over time or a se-quence of events using a range of techniques from artificial intelligence and reinforcement learning. Many of the open problems in current IR research can be described as dynamic systems, for instance, session search or computational adver-tising. State of the art research provides solutions to these problems that are responsive to a changing environment, learn from past interactions and predict future utility. Ad-vances in IR interface, personalization and ad display de-mand models that can react to users in real time and in an intelligent, contextual way. The objective of this half-day tutorial is to provide a comprehensive and up-to-date introduction to Dynamic In-formation Retrieval Modeling. We motivate a conceptual model linking static, interactive and dynamic retrieval and use this to define dynamics within the context of IR. We then cover a number of algorithms and techniques from the artificial intelligence (AI) and online learning literature such as Markov Decision Processes (MDP) [1], their partially ob-servable variation (POMDP) [5] and multi-armed bandits [7]. Following this we describe how to identify dynamics in an IR problem and demonstrate how to model them using the described techniques. The remainder of the tutorial will then cover an array of state-of-the-art research on dynamic systems in IR and how they can be modeled using using dynamic IR [2, 6]. We use research on session search [3], multi-page search [4] and online advertising [8] as in-depth examples of such work. This tutorial is of relevance to IR practitioners and re-searchers, where we will present the merits of dynamic infor-mation retrieval modeling and introduce the relevant tech-niques. The content will be of particular interest to re-searchers working in the areas of statistical modeling, per-sonalization and recommendation, and is also relevant to practitioners in Web search, online advertising and anyone who works with big data. After this tutorial, attendees will: • Be able to identify the dynamics in an IR system •Be able to model these dynamics using techniques from AI and reinforcement learning • Have knowledge of the state-of-the-art research in dy-namic information retrieval modeling. Copyright © 2015 ACM.",Dynamic information retrieval modeling; Probabilistic rel-evance model; Reinforcement learning,Conference Paper,,Scopus,2-s2.0-84928710591
SCOPUS,[No author name available],"SIGDIAL 2015 - 16th Annual Meeting of the Special Interest Group on Discourse and Dialogue, Proceedings of the Conference",2015,"SIGDIAL 2015 - 16th Annual Meeting of the Special Interest Group on Discourse and Dialogue, Proceedings of the Conference",,,,,,460,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988311567&partnerID=40&md5=4c57cef40ae0ec7d54b4a5ca66e63ead,,,The proceedings contain 59 papers. The topics discussed include: human-machine dialogue as a stochastic game; knowledge transfer between speakers for personalized dialogue management; miscommunication recovery in physically situated dialogue; reinforcement learning in multi-party trading dialog; exploring the effects of redundancy within a tutorial dialogue system: restating students' responses; a discursive grid approach to model local coherence in multi-document summaries; belief tracking with stacked relational trees; which synthetic voice should I choose for an evocative task?; and exploiting knowledge base to generate responses for natural language dialog listening agents.,,Conference Review,,Scopus,2-s2.0-84988311567
SCOPUS,Wiebe J.,How to explore to maximize future return (invited talk),2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9091,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945580124&partnerID=40&md5=00f775fd04c10724bcac7afdde539271,"Department of Computing Science, University of Alberta, Edmonton, Canada","Wiebe, J., Department of Computing Science, University of Alberta, Edmonton, Canada","With access to huge-scale distributed systems and more data than ever before, learning systems that learn to make good predictions break yesterday’s records on a daily basis. Although prediction problems are important, predicting what to do has its own challenges, which calls for specialized solution methods. In this talk, by means of some examples based on recent work on reinforcement learning, I will illustrate the unique opportunities and challenges that arise when a system must learn to make good decisions to maximize long-term return. In particular, I will start by demonstrating that passive data collection inevitably leads to catastrophic data sparsity in sequential decision making problems (no amount of data is big enough!), while clever algorithms, tailored to this setting, can escape data sparsity, learning essentially arbitrarily faster than what is possible under passive data collection. I will also describe current attempts to scale up such clever algorithms to work on large-scale problems. Amongst the possible approaches, I will discuss the role of sparsity to address this challenge in the practical, yet mathematically elegant setting of “linear bandits”. Interestingly, while in the related linear prediction problem, sparsity allows one to deal with huge dimensionality in a seamless fashion, the status of this question in the bandit setting is much less understood. © Springer International Publishing Switzerland 2015.",,Conference Paper,,Scopus,2-s2.0-84945580124
SCOPUS,[No author name available],Procedia Computer Science,2015,Procedia Computer Science,71,,,,,265,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962648606&partnerID=40&md5=65f505e2890a50d0d760d6f7f93d82e4,,,The proceedings contain 38 papers. The topics discussed include: Estimating Human Movements Using Memory of Errors; Constructing phenomenal knowledge in an unknown noumenal reality; modeling biological agents beyond the reinforcement-learning paradigm; development of a self-evolving conscious system; fly-the-bee: a game imitating concept learning in bees; a generic software platform for brain-inspired cognitive computing; the thermal grill illusion: a study using a consciousness system; pleasant and unpleasant states in a robot; semiautonomous control of personal mobility based on passenger's collision avoidance judgment timing; a comparison among cognitive architectures: a theoretical analysis; guidelines for designing artifacts for the dual-process; an approach for the binding problem based on brain-oriented autonomous adaptation system with object handling functions; model-based behavioral causality analysis of handball with delayed transfer entropy; and integrating a cognitive framework for knowledge representation and categorization in diverse cognitive architectures.,,Conference Review,,Scopus,2-s2.0-84962648606
SCOPUS,"Wu Q., Qiu J., Ding G.",Machine learning methods for big spectrum data processing,2015,Shuju Caiji Yu Chuli/Journal of Data Acquisition and Processing,30,4,,703,713,,3,10.16337/j.1004-9037.2015.04.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941894431&doi=10.16337%2fj.1004-9037.2015.04.001&partnerID=40&md5=e9115001bb97be1c11c6026d71376b47,"College of Communications Engineering, PLA University of Science and Technology, Nanjing, China","Wu, Q., College of Communications Engineering, PLA University of Science and Technology, Nanjing, China; Qiu, J., College of Communications Engineering, PLA University of Science and Technology, Nanjing, China; Ding, G., College of Communications Engineering, PLA University of Science and Technology, Nanjing, China","With the rapid development of the mobile Internet and the Internet of Things, the number of personal wireless devices has grown exponentially, resulting in the increase of massive spectrum data. Therefore, the big spectrum data are literally formed. Meanwhile, the spectrum deficit is also increasingly precarious. Effective big spectrum data processing is significant in improving the spectrum utilization. Firstly, from a perspective of wireless communication, a definition of big spectrum data is presented and its characteristics are also analyzed. Then, promising machine learning methods to analyze and utilize the big spectrum data are summarized, such as, the distributed and parallel learning, extreme learning machine, kernel-based learning, deep learning, reinforcement learning, game learning, and transfer learning. Finally, several open issues and research trends are addressed. ©, 2015, Journal of Data Acquisition and Processing. All right reserved.",Big data; Big spectrum data; Data mining; Internet of Things; Machine learning; Wireless communication,Article,,Scopus,2-s2.0-84941894431
SCOPUS,"Su P.-H., Wu C.-H., Lee L.-S.",A recursive dialogue game for personalized computer-aided pronunciation training,2015,IEEE/ACM Transactions on Audio Speech and Language Processing,23,1,,127,141,,6,10.1109/TASLP.2014.2375572,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923277426&doi=10.1109%2fTASLP.2014.2375572&partnerID=40&md5=d368ad490ffcaf553610ef2d6245d08f,"Department of Engineering, University of Cambridge, Cambridge, United Kingdom; Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan; Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan","Su, P.-H., Department of Engineering, University of Cambridge, Cambridge, United Kingdom; Wu, C.-H., Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan; Lee, L.-S., Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan","Learning languages in addition to the native language is very important for all people in the globalized world today, and computer-aided pronunciation training (CAPT) is attractive since the software can be used anywhere at any time, and repeated as many times as desired. In this paper, we introduce the immersive interaction scenario offered by spoken dialogues to CAPT by proposing a recursive dialogue game to make CAPT personalized. A number of tree-structured sub-dialogues are linked sequentially and recursively as the script for the game. The system policy at each dialogue turn is to select in real-time along the dialogue the best training sentence for each specific individual learner within the dialogue script, considering the learner's learning status and the future possible dialogue paths in the script, such that the learner can have the scores for all pronunciation units considered reaching a predefined standard in a minimum number of turns. The purpose here is that those pronunciation units poorly produced by the specific learner can be offered with more practice opportunities in the future sentences along the dialogue, which enables the learner to improve the pronunciation without having to repeat the same training sentences many times. This makes the learning process for each learner completely personalized. The dialogue policy is modeled by Markov decision process (MDP) with high-dimensional continuous state space, and trained with fitted value iteration using a huge number of simulated learners. These simulated leaners have the behavior similar to real learners, and were generated from a corpus of real learner data. The experiments demonstrated very promising results and a real cloud-based system is also successfully implemented. © 2014 IEEE.",Computer-aided pronunciation training (CAPT); computer-assisted language learning; dialogue game; Markov decision process; reinforcement learning,Article,,Scopus,2-s2.0-84923277426
SCOPUS,"Pearson D., Donkin C., Tran S.C., Most S.B., Le Pelley M.E.",Cognitive control and counterproductive oculomotor capture by reward-related stimuli,2015,Visual Cognition,23,1-2,,41,66,,19,10.1080/13506285.2014.994252,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928938476&doi=10.1080%2f13506285.2014.994252&partnerID=40&md5=1fa3d3bce5bf4240038cf63769c4d855,"School of Psychology, University of New South Wales, Sydney, NSW, Australia","Pearson, D., School of Psychology, University of New South Wales, Sydney, NSW, Australia; Donkin, C., School of Psychology, University of New South Wales, Sydney, NSW, Australia; Tran, S.C., School of Psychology, University of New South Wales, Sydney, NSW, Australia; Most, S.B., School of Psychology, University of New South Wales, Sydney, NSW, Australia; Le Pelley, M.E., School of Psychology, University of New South Wales, Sydney, NSW, Australia","Two experiments investigated the extent to which value-modulated oculomotor capture is subject to top-down control. In these experiments, participants were never required to look at the reward-related stimuli; indeed, doing so was directly counterproductive because it caused omission of the reward that would otherwise have been obtained. In Experiment 1, participants were explicitly informed of this omission contingency. Nevertheless, they still showed counterproductive oculomotor capture by reward-related stimuli, suggesting that this effect is relatively immune to cognitive control. Experiment 2 more directly tested whether this capture is controllable by comparing the performance of participants who either had or had not been explicitly informed of the omission contingency. There was no evidence that value-modulated oculomotor capture differed between the two conditions, providing further evidence that this effect proceeds independently of cognitive control. Taken together, the results of the present research provide strong evidence for the automaticity and cognitive impenetrability of value-modulated attentional capture. © 2015 Taylor & Francis.",Attentional capture; Eye movements; Reinforcement learning; Reward learning; Visual attention,Article,,Scopus,2-s2.0-84928938476
SCOPUS,"Bagdure N., Ambudkar B.",Reducing delay during vertical handover,2015,"Proceedings - 1st International Conference on Computing, Communication, Control and Automation, ICCUBEA 2015",,,7155834,200,204,,,10.1109/ICCUBEA.2015.44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943327269&doi=10.1109%2fICCUBEA.2015.44&partnerID=40&md5=1c9d3c83bfa03dafc3887b5993bd8707,"Department of Electronics Engineering, Pad. Dr. D. Y. P. I. E. T., Pune, Maharashtra, India","Bagdure, N., Department of Electronics Engineering, Pad. Dr. D. Y. P. I. E. T., Pune, Maharashtra, India; Ambudkar, B., Department of Electronics Engineering, Pad. Dr. D. Y. P. I. E. T., Pune, Maharashtra, India","The next generation of wireless networks will provide heterogeneous wireless technologies to a mobile user, in which they can move using terminals with multiple access interfaces and non-real-time or real-time services. The most important issue in such environment is the Always Best Connected (ABC) concept allowing the best connectivity to applications anywhere at any time. With the growing of communication world lot of research is carried out in the field of wireless networks specifically next generation networks. The integration and interoperability of various wireless networks will lead to number of challenges. One of the challenges is the handovers across various/heterogeneous wireless networks as well as reduction of call drop probability. Number of researches has proposed solutions for this challenge. This paper proposes a solution to this problem for the improvement of end-to-end Quality of Service supporting high data rates, real time transmission over wide area and enabling users to specify their personal preferences using Markov Decision Process (MDP). The proposed method uses delay as its basic parameter to select a network during handovers. The selection of the network amongst the existing wireless network considers the ongoing application of the user during the handover. Through simulations we show that our algorithm reduces call drop probability and satisfies user's requirements. © 2015 IEEE.",Markov decision process; Reinforcement learning; Reward; Transition probability; Vertical handover,Conference Paper,,Scopus,2-s2.0-84943327269
SCOPUS,"Ferretti S., Mirri S., Prandi C., Salomoni P.",Exploiting reinforcement learning to profile users and personalize web pages,2014,"Proceedings - IEEE 38th Annual International Computers, Software and Applications Conference Workshops, COMPSACW 2014",,,6903138,252,257,,3,10.1109/COMPSACW.2014.45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931075549&doi=10.1109%2fCOMPSACW.2014.45&partnerID=40&md5=c2a5c8e9023aa6654a71e345b1523080,"Department of Computer Science and Engineering, Università di Bologna, Bologna, Italy","Ferretti, S., Department of Computer Science and Engineering, Università di Bologna, Bologna, Italy; Mirri, S., Department of Computer Science and Engineering, Università di Bologna, Bologna, Italy; Prandi, C., Department of Computer Science and Engineering, Università di Bologna, Bologna, Italy; Salomoni, P., Department of Computer Science and Engineering, Università di Bologna, Bologna, Italy","In this paper, we present a Web content adaptation system that is able to automatically adapt textual elements of Web pages, based on the user profile and preferences. The system employs Web intelligence to perform these automatic adaptations on single elements composing a Web page. In particular, a reinforcement learning algorithm, i.e. Q-learning, based on the idea of reward/punishment is utilized as the machine learning system that manages the user profile. Based on it, the user profile is updated, so that automatic adaptations can be effectively performed while surfing the Web. We created a simulation scenario to test our approach over different users with specific preferences and/or different kinds of disabilities. Simulation results confirm the viability of the proposal. © 2014 IEEE.",content adaptation; legibility; reinforcement learning; user profiling; Web personalization,Conference Paper,,Scopus,2-s2.0-84931075549
